province,year,batch,category,university_code,university_name,major_group,major_group,major_code,major_name,major_note,subject_req,plan_count,duration,tuition
上海,2025,零志愿批,综合,32,北京大学,03201,01,14,图书馆学,,不限科目,1,4.0,5000.0
上海,2025,零志愿批,综合,32,北京大学,03202,02,23,生物科学类,含生物科学、生物技术专业,物理和化学,1,4.0,5300.0
上海,2025,零志愿批,综合,32,北京大学,03202,02,25,计算机类,含计算机科学与技术、智能科学与技术专业,物理和化学,1,4.0,5300.0
上海,2025,零志愿批,综合,32,北京大学,03201,01,5,法学,,不限科目,1,4.0,5000.0
上海,2025,零志愿批,综合,32,北京大学,03201,01,12,工商管理类,含金融学、金融学(金融经济学)、会计学、市场营销专业,不限科目,1,4.0,5000.0
上海,2025,零志愿批,综合,32,北京大学,03202,02,15,工科试验班类,含理论与应用力学、工程力学、能源与环境系统工程、航空航天工程、生物医学工程、材料科学与工程专业,物理和化学,1,4.0,5000.0
上海,2025,零志愿批,综合,32,北京大学,03202,02,17,文物保护技术(文保),,物理和化学,1,4.0,5000.0
上海,2025,零志愿批,综合,32,北京大学,03202,02,19,物理学类,含物理学、大气科学(大气与海洋)专业,物理和化学,1,4.0,5000.0
上海,2025,零志愿批,综合,32,北京大学,03202,02,22,地球物理学类,含地球物理学、地理信息科学(遥感与地理信息系统)、空间科学与技术专业,物理和化学,1,4.0,5000.0
上海,2025,零志愿批,综合,32,北京大学,03201,01,13,公共管理类,含城市管理、行政管理专业,不限科目,1,4.0,5000.0
上海,2025,零志愿批,综合,32,北京大学,03201,01,9,新闻传播学类,含新闻学、广播电视学、广告学专业,不限科目,1,4.0,5000.0
上海,2025,零志愿批,综合,32,北京大学,03201,01,1,文科试验班类(元培),含中国语言文学类、考古学、历史学类、哲学类、社会学类、法学、新闻传播学类、经济学类、工商管理类、公共管理类专业,不限科目,1,4.0,5300.0
上海,2025,零志愿批,综合,32,北京大学,03201,01,11,心理学类,应用心理学专业,不限科目,1,4.0,5000.0
上海,2025,零志愿批,综合,32,北京大学,03201,01,8,英语,,不限科目,1,4.0,5000.0
上海,2025,零志愿批,综合,32,北京大学,03201,01,4,经济学类,含经济学、金融学、国际经济与贸易、财政学专业,不限科目,1,4.0,5000.0
上海,2025,零志愿批,综合,32,北京大学,03201,01,10,历史学类,含历史学(中国史)、世界史、外国语言与外国历史专业,不限科目,1,4.0,5000.0
上海,2025,零志愿批,综合,32,北京大学,03202,02,26,环境科学,含环境、健康、生态、地理与资源环境方向,物理和化学,1,4.0,5000.0
上海,2025,零志愿批,综合,32,北京大学,03201,01,2,文科试验班类(国关),社会学类专业,不限科目,1,4.0,5000.0
